repo	state	issue_id	created_at	included	type	themes	exclusion_reason	url	title
microsoft/apm	open	2183	2026-07-13T09:55:26Z	yes	docs	install_update_remove		https://github.com/microsoft/apm/issues/2183	Question : How to avoid duplicated AI primitives when those are present in Git repo and install in dev local computer
microsoft/apm	open	2167	2026-07-12T08:54:08Z	yes	enhancement	lock_audit_integrity,install_update_remove		https://github.com/microsoft/apm/issues/2167	[FEATURE] `--recursive` on `apm install` / `apm audit` for monorepos with nested `apm.yml` packages
microsoft/apm	open	2146	2026-07-11T07:54:52Z	yes	enhancement			https://github.com/microsoft/apm/issues/2146	[FEATURE] Non-interactive flags for `apm init` project metadata (name, description, version, author)
microsoft/apm	open	2118	2026-07-10T11:22:06Z	yes	enhancement			https://github.com/microsoft/apm/issues/2118	[FEATURE] Command to export local spec edit back to package as patch
microsoft/apm	open	2112	2026-07-10T06:04:35Z	yes	other			https://github.com/microsoft/apm/issues/2112	[EPIC] Replace vendor-to-vendor translation with OpenAPM semantic models
microsoft/apm	open	2105	2026-07-10T06:04:15Z	yes	other			https://github.com/microsoft/apm/issues/2105	[ARCHITECTURE] Make plugin import/export explicit, directional, and loss-accounted
microsoft/apm	open	2106	2026-07-10T06:04:15Z	yes	other	target_portability		https://github.com/microsoft/apm/issues/2106	[ARCHITECTURE] Define OpenAPM command semantics and target renderers
microsoft/apm	open	2107	2026-07-10T06:04:15Z	yes	other			https://github.com/microsoft/apm/issues/2107	[ARCHITECTURE] Define portable instruction and rule semantics
microsoft/apm	open	2108	2026-07-10T06:04:15Z	yes	other			https://github.com/microsoft/apm/issues/2108	[ARCHITECTURE] Define portable agent semantics without lossy vendor pivots
microsoft/apm	open	2109	2026-07-10T06:04:15Z	yes	other	target_portability		https://github.com/microsoft/apm/issues/2109	[ARCHITECTURE] Make MCP target rendering preserve neutral transport and secret semantics
microsoft/apm	open	2110	2026-07-10T06:04:15Z	yes	other			https://github.com/microsoft/apm/issues/2110	[ARCHITECTURE] Add the OpenAPM transformation and loss-report contract
microsoft/apm	open	2111	2026-07-10T06:04:15Z	yes	enhancement	target_portability		https://github.com/microsoft/apm/issues/2111	[FEATURE] Define OpenAPM hook semantics and replace pairwise hook translation
microsoft/apm	open	2089	2026-07-09T21:17:02Z	yes	enhancement	target_portability		https://github.com/microsoft/apm/issues/2089	[FEATURE] Deploy the agents primitive to the Kiro target (.kiro/agents/)
microsoft/apm	open	2070	2026-07-08T12:28:05Z	yes	enhancement			https://github.com/microsoft/apm/issues/2070	Add consistent machine-readable output format support across CLI commands
microsoft/apm	open	2064	2026-07-07T13:18:23Z	yes	enhancement	lock_audit_integrity,install_update_remove		https://github.com/microsoft/apm/issues/2064	apm.yml + apm.lock.yaml + apm_modules left after installation
microsoft/apm	open	2056	2026-07-06T14:57:12Z	yes	enhancement	target_portability		https://github.com/microsoft/apm/issues/2056	[FEATURE] Compile "prompts" primitive to Codex's native ~/.codex/prompts/ format (mirroring how "agents" already targets .codex/agents/*.toml)
microsoft/apm	open	2047	2026-07-06T08:26:13Z	yes	enhancement	target_portability		https://github.com/microsoft/apm/issues/2047	[FEATURE] Support workspace-level (.mcp.json) and global (-g) MCP configurations for Copilot CLI
microsoft/apm	open	2044	2026-07-05T23:50:08Z	yes	enhancement	target_portability		https://github.com/microsoft/apm/issues/2044	[FEATURE] TargetProfile: plugin-bin-contract abstraction for multi-harness bin/ deployment
microsoft/apm	open	2035	2026-07-05T10:10:11Z	yes	enhancement			https://github.com/microsoft/apm/issues/2035	Add `apm doctor tls` trust-source diagnostic + test-suite ssl-isolation fixture
microsoft/apm	open	2034	2026-07-05T10:10:11Z	yes	enhancement			https://github.com/microsoft/apm/issues/2034	Add additive corporate-CA support: APM_EXTRA_CA_BUNDLE (npm NODE_EXTRA_CA_CERTS parity)
microsoft/apm	open	2031	2026-07-05T07:49:23Z	yes	enhancement	target_portability		https://github.com/microsoft/apm/issues/2031	[FEATURE] Deprecate and remove filename-based hook routing in favor of per-package `targets:`
microsoft/apm	open	2003	2026-07-03T10:08:31Z	yes	enhancement	target_portability		https://github.com/microsoft/apm/issues/2003	Producing Claude Desktop–consumable plugin artifacts (skills/agents/...)
microsoft/apm	open	1983	2026-07-01T14:26:57Z	yes	enhancement	lock_audit_integrity		https://github.com/microsoft/apm/issues/1983	[FEATURE] Support the .config/ directory convention (pi0/config-dir) for apm.yml, apm.lock.yaml, and apm-policy.yml
microsoft/apm	open	1976	2026-07-01T07:20:37Z	yes	bug			https://github.com/microsoft/apm/issues/1976	[BUG] SSH connection with passphrase fails to clone
microsoft/apm	open	1970	2026-06-30T16:47:01Z	yes	enhancement	install_update_remove		https://github.com/microsoft/apm/issues/1970	[FEATURE] Support installing skill from complete GitHub URL to SKILL.md file
microsoft/apm	open	1969	2026-06-30T13:53:03Z	yes	enhancement			https://github.com/microsoft/apm/issues/1969	[FEATURE] pi.dev support
microsoft/apm	open	1962	2026-06-30T02:01:21Z	yes	enhancement			https://github.com/microsoft/apm/issues/1962	[FEATURE] `upgrade` sub command to upgrade refs of skills
microsoft/apm	open	1961	2026-06-30T00:30:09Z	yes	enhancement	install_update_remove		https://github.com/microsoft/apm/issues/1961	[FEATURE] Allow installing skills in `.agents/skills` folder by default or when no harness is specified
microsoft/apm	closed	2400	2026-07-30T16:13:02Z	yes	bug	install_update_remove		https://github.com/microsoft/apm/issues/2400	[BUG] Authentication prompt when installing APM package only with public repos
microsoft/apm	closed	2394	2026-07-29T17:34:05Z	yes	bug	lock_audit_integrity,install_update_remove		https://github.com/microsoft/apm/issues/2394	[BUG] Global install prunes removed files but leaves stale deployed-file hashes in the lockfile
microsoft/apm	closed	2392	2026-07-29T15:50:07Z	yes	bug	lock_audit_integrity,install_update_remove		https://github.com/microsoft/apm/issues/2392	[BUG] On repos that commit deployed files, `apm audit --ci` cannot fail in CI: the required `apm install` re-syncs the drift before the check runs
microsoft/apm	closed	2391	2026-07-29T13:42:50Z	no	excluded		automated_cli_consistency_report	https://github.com/microsoft/apm/issues/2391	[cli-consistency] CLI Consistency Report — 2026-07-29
microsoft/apm	closed	2388	2026-07-29T04:10:53Z	yes	bug	target_portability		https://github.com/microsoft/apm/issues/2388	[BUG] --target vscode drops v0.1 `value`-shaped runtime arguments for npm/pypi/generic launchers
microsoft/apm	closed	2383	2026-07-28T13:46:44Z	no	excluded		automated_cli_consistency_report	https://github.com/microsoft/apm/issues/2383	[cli-consistency] CLI Consistency Report -- 2026-07-28
microsoft/apm	closed	2379	2026-07-28T11:37:25Z	yes	bug	lock_audit_integrity		https://github.com/microsoft/apm/issues/2379	[BUG] Deployed files unclaimed by any lockfile row are exempt from content-integrity (hidden-Unicode + hash scanning silently narrows scope)
microsoft/apm	closed	2377	2026-07-27T14:53:45Z	yes	bug	target_portability		https://github.com/microsoft/apm/issues/2377	[BUG] --target vscode drops custom Docker arguments for MCP server
microsoft/apm	closed	2376	2026-07-27T14:31:00Z	yes	bug	target_portability		https://github.com/microsoft/apm/issues/2376	[BUG] APM generates npx launcher for Docker-runtime MCP package
microsoft/apm	closed	2375	2026-07-27T14:05:27Z	no	excluded		automated_cli_consistency_report	https://github.com/microsoft/apm/issues/2375	[cli-consistency] CLI Consistency Report -- 2026-07-27
microsoft/apm	closed	2373	2026-07-27T12:44:56Z	yes	bug	target_portability,lock_audit_integrity		https://github.com/microsoft/apm/issues/2373	[BUG] "Lockfile missing" upon audit when project only has mcp dependency
microsoft/apm	closed	2368	2026-07-25T16:30:02Z	yes	bug			https://github.com/microsoft/apm/issues/2368	GIT_CONFIG_COUNT clobber in clone/download paths drops inherited git hardening settings
microsoft/apm	closed	2358	2026-07-25T01:46:40Z	no	excluded		automated_performance_report	https://github.com/microsoft/apm/issues/2358	[perf-scan] 2026-07-25 -- performance opportunities found
microsoft/apm	closed	2354	2026-07-24T13:47:32Z	no	excluded		automated_cli_consistency_report	https://github.com/microsoft/apm/issues/2354	[cli-consistency] CLI Consistency Report -- 2026-07-24
microsoft/apm	closed	2351	2026-07-24T08:42:09Z	yes	bug	install_update_remove		https://github.com/microsoft/apm/issues/2351	[BUG] `apm uninstall` rejects the `_local/<name>` key that `apm deps list` prints for a local dependency
microsoft/apm	closed	2349	2026-07-24T01:53:09Z	no	excluded		automated_performance_report	https://github.com/microsoft/apm/issues/2349	[perf-scan] 2026-07-24 -- performance opportunities found
microsoft/apm	closed	2347	2026-07-23T20:37:22Z	yes	bug	target_portability		https://github.com/microsoft/apm/issues/2347	[BUG] Link paths in copilot instructions broken due to applied lower casing (new behavior)
microsoft/apm	closed	2345	2026-07-23T17:21:57Z	yes	bug	target_portability,install_update_remove		https://github.com/microsoft/apm/issues/2345	[BUG] `apm install` ignores global target configuration for MCP/LSP integrations and silently fails (Exits 0)
microsoft/apm	closed	2344	2026-07-23T13:49:19Z	yes	bug	target_portability,install_update_remove		https://github.com/microsoft/apm/issues/2344	[BUG] apm install --target intellij writes MCP config to wrong directory
microsoft/apm	closed	2343	2026-07-23T13:42:11Z	no	excluded		automated_cli_consistency_report	https://github.com/microsoft/apm/issues/2343	[cli-consistency] CLI Consistency Report — 2026-07-23
microsoft/apm	closed	2342	2026-07-23T09:35:43Z	yes	bug	install_update_remove		https://github.com/microsoft/apm/issues/2342	[BUG] apm update --force does not fetch from remote — reads stale local cache only
microsoft/apm	closed	2340	2026-07-23T02:45:39Z	yes	bug	target_portability,install_update_remove		https://github.com/microsoft/apm/issues/2340	[BUG]  A dependency's devDependencies mcp servers are installed into the consuming project
microsoft/apm	closed	2339	2026-07-23T01:49:00Z	no	excluded		automated_performance_report	https://github.com/microsoft/apm/issues/2339	[perf-scan] 2026-07-23 -- performance opportunities found
microsoft/apm	closed	2338	2026-07-22T19:22:52Z	yes	bug			https://github.com/microsoft/apm/issues/2338	[BUG] On-prem Azure DevOps Server hosts misclassified as GitHub Enterprise when GITHUB_HOST is set
microsoft/apm	closed	2337	2026-07-22T14:37:31Z	yes	bug	target_portability		https://github.com/microsoft/apm/issues/2337	[BUG] Copilot hook mapping warns on supported SessionStart and emits unsupported stop event
microsoft/apm	closed	2336	2026-07-22T13:44:08Z	no	excluded		automated_cli_consistency_report	https://github.com/microsoft/apm/issues/2336	[cli-consistency] CLI Consistency Report -- 2026-07-22
microsoft/apm	closed	2333	2026-07-22T09:30:34Z	yes	enhancement			https://github.com/microsoft/apm/issues/2333	[FEATURE] Skill for apm itself
microsoft/apm	closed	2332	2026-07-22T01:47:03Z	no	excluded		automated_performance_report	https://github.com/microsoft/apm/issues/2332	[perf-scan] 2026-07-22 -- performance opportunities found
microsoft/apm	closed	2330	2026-07-21T13:46:02Z	no	excluded		automated_cli_consistency_report	https://github.com/microsoft/apm/issues/2330	[cli-consistency] CLI Consistency Report — 2026-07-21
microsoft/apm	closed	2328	2026-07-21T07:54:30Z	yes	bug	target_portability,install_update_remove		https://github.com/microsoft/apm/issues/2328	[BUG] config-consistency fails for virtual claude_skill deps in setup-only CI (no apm install)
microsoft/apm	closed	2326	2026-07-21T01:46:02Z	no	excluded		automated_performance_report	https://github.com/microsoft/apm/issues/2326	[perf-scan] 2026-07-21 -- performance opportunities found
microsoft/apm	closed	2324	2026-07-20T13:47:38Z	no	excluded		automated_cli_consistency_report	https://github.com/microsoft/apm/issues/2324	[cli-consistency] CLI Consistency Report -- 2026-07-20
microsoft/apm	closed	2323	2026-07-20T01:53:18Z	no	excluded		automated_performance_report	https://github.com/microsoft/apm/issues/2323	[perf-scan] 2026-07-20 -- performance opportunities found
microsoft/apm	closed	2322	2026-07-19T15:24:28Z	yes	bug	target_portability		https://github.com/microsoft/apm/issues/2322	[BUG] Copilot hooks breaking with `package.json` sidecar
microsoft/apm	closed	2321	2026-07-19T12:33:49Z	yes	bug	target_portability,install_update_remove		https://github.com/microsoft/apm/issues/2321	[BUG] `.cursor/hooks.json` emits Claude-formatted hooks (`Stop`/`PreToolUse`/`PostToolUse`) when installing target-scoped `*-hooks-claude` packages alongside `*-hooks-cursor` in a multi-target project
microsoft/apm	closed	2318	2026-07-19T01:46:06Z	no	excluded		automated_performance_report	https://github.com/microsoft/apm/issues/2318	[perf-scan] 2026-07-19 -- performance opportunities found
microsoft/apm	closed	2308	2026-07-18T01:46:07Z	no	excluded		automated_performance_report	https://github.com/microsoft/apm/issues/2308	[perf-scan] 2026-07-18 -- performance opportunities found
microsoft/apm	closed	2298	2026-07-17T21:29:14Z	yes	bug	target_portability,lock_audit_integrity		https://github.com/microsoft/apm/issues/2298	[BUG] Committed lockfile records machine-detected MCP runtime ownership, causing cross-developer churn/conflicts
microsoft/apm	closed	2297	2026-07-17T21:27:02Z	yes	bug	install_update_remove		https://github.com/microsoft/apm/issues/2297	[BUG] Non-idempotent apm install: generated_at churns on every run (regression of #1532) on 0.25.0
microsoft/apm	closed	2296	2026-07-17T19:05:57Z	yes	bug	lock_audit_integrity		https://github.com/microsoft/apm/issues/2296	apm lock deletes dropped deployed files (pre-existing lock-mode disk deletion via _attach_deployed_files)
microsoft/apm	closed	2291	2026-07-17T15:09:37Z	yes	bug	install_update_remove		https://github.com/microsoft/apm/issues/2291	[BUG] Selective update plan marks unselected dependencies as removed
microsoft/apm	closed	2290	2026-07-17T13:46:07Z	no	excluded	lock_audit_integrity,install_update_remove	automated_cli_consistency_report	https://github.com/microsoft/apm/issues/2290	[cli-consistency] CLI Consistency Check — Installation Failure (Network-Blocked Sandbox)
microsoft/apm	closed	2271	2026-07-17T00:23:30Z	yes	bug	target_portability,install_update_remove		https://github.com/microsoft/apm/issues/2271	[BUG] Manifest targets: [all] hard-rejected in 0.25.0 with no deprecation period — previously published packages become uninstallable
microsoft/apm	closed	2258	2026-07-16T15:05:12Z	yes	bug	target_portability		https://github.com/microsoft/apm/issues/2258	[BUG] A per-dependency targets: list disables per-file hook target routing
microsoft/apm	closed	2255	2026-07-16T13:46:01Z	no	excluded		automated_cli_consistency_report	https://github.com/microsoft/apm/issues/2255	[cli-consistency] CLI Consistency Report — 2026-07-16
microsoft/apm	closed	2254	2026-07-16T13:20:29Z	yes	bug	target_portability,install_update_remove		https://github.com/microsoft/apm/issues/2254	Transitive-dependency hook entries wiped but never rebuilt by uninstall/prune reconciliation
microsoft/apm	closed	2253	2026-07-16T13:20:28Z	yes	enhancement	target_portability,install_update_remove		https://github.com/microsoft/apm/issues/2253	No diagnostic when apm uninstall/prune leaves stale hook entries in a dropped-target harness
microsoft/apm	closed	2250	2026-07-16T10:37:14Z	yes	bug	target_portability,install_update_remove		https://github.com/microsoft/apm/issues/2250	Hook wipe scans all merge targets but rebuild only re-populates canonical_targets (uninstall + prune)
microsoft/apm	closed	2245	2026-07-16T08:42:53Z	yes	bug	target_portability,install_update_remove		https://github.com/microsoft/apm/issues/2245	[BUG] apm prune leaves orphaned hook entries in merged configs (settings.json / apm-hooks.json)
microsoft/apm	closed	2233	2026-07-15T19:34:20Z	yes	bug	target_portability		https://github.com/microsoft/apm/issues/2233	[BUG] Windows CI fails due to CRLF baseline output, missing ratchet baseline authority detection, and WebSocket shutdown warning
microsoft/apm	closed	2232	2026-07-15T19:02:40Z	yes	bug	target_portability		https://github.com/microsoft/apm/issues/2232	[BUG] Copilot user-scope hook commands are repo-relative, unresolvable from any cwd ≠ $HOME
microsoft/apm	closed	2227	2026-07-15T14:56:53Z	no	excluded		automated_cli_consistency_report	https://github.com/microsoft/apm/issues/2227	[cli-consistency] CLI Consistency Report
microsoft/apm	closed	2225	2026-07-15T14:52:14Z	yes	other			https://github.com/microsoft/apm/issues/2225	...
microsoft/apm	closed	2224	2026-07-15T14:51:15Z	yes	other			https://github.com/microsoft/apm/issues/2224	...
microsoft/apm	closed	2222	2026-07-15T13:45:10Z	no	excluded		automated_cli_consistency_report	https://github.com/microsoft/apm/issues/2222	[cli-consistency] CLI Consistency Report -- 2026-07-15
microsoft/apm	closed	2216	2026-07-15T09:50:25Z	yes	bug	target_portability,install_update_remove		https://github.com/microsoft/apm/issues/2216	[BUG] self-hosted GitLab marketplace: `apm pack` emits `git-subdir` URL that `apm install` rejects
microsoft/apm	closed	2213	2026-07-15T08:10:54Z	yes	bug			https://github.com/microsoft/apm/issues/2213	[BUG] config-consistency requires apm.yml for is_virtual packages (regression in 0.25.0)
microsoft/apm	closed	2208	2026-07-14T16:51:08Z	yes	bug	target_portability,lock_audit_integrity,install_update_remove		https://github.com/microsoft/apm/issues/2208	[BUG] audit drift replay disagrees with install link rewriting for marketplace skill bundles
microsoft/apm	closed	2207	2026-07-14T16:49:02Z	yes	bug	target_portability,lock_audit_integrity		https://github.com/microsoft/apm/issues/2207	[BUG] audit config-consistency rejects valid virtual claude_skill deps without apm.yml
microsoft/apm	closed	2206	2026-07-14T16:20:23Z	yes	bug	target_portability,lock_audit_integrity,install_update_remove		https://github.com/microsoft/apm/issues/2206	[BUG] claude_skill subpath dep records inconsistent name/version across resolution paths (install --frozen vs update), churning the lockfile
microsoft/apm	closed	2205	2026-07-14T13:46:21Z	no	excluded		automated_cli_consistency_report	https://github.com/microsoft/apm/issues/2205	[cli-consistency] CLI Consistency Report -- 2026-07-14
microsoft/apm	closed	2203	2026-07-14T12:36:42Z	yes	bug			https://github.com/microsoft/apm/issues/2203	[BUG] apm.yml entry written for HTTPS git URL with custom port cannot be re-parsed
microsoft/apm	closed	2202	2026-07-14T12:22:57Z	yes	bug			https://github.com/microsoft/apm/issues/2202	[BUG] Port is dropped from HTTP git URL when persisted to apm.yaml
microsoft/apm	closed	2201	2026-07-14T11:56:38Z	yes	bug			https://github.com/microsoft/apm/issues/2201	[BUG] Avoid bin_deploy deprecation warnings on policy cache round trips
microsoft/apm	closed	2197	2026-07-14T09:06:52Z	yes	bug	lock_audit_integrity,install_update_remove		https://github.com/microsoft/apm/issues/2197	[BUG] `apm outdated` / `apm update` report `unknown` for Azure DevOps deps — `LockedDependency.to_dependency_ref()` drops `ado_*` fields (distinct from #2150 / #2119)
microsoft/apm	closed	2191	2026-07-14T06:59:20Z	yes	bug			https://github.com/microsoft/apm/issues/2191	[BUG] Shared clone cache conflates nested GitLab repositories
microsoft/apm	closed	2190	2026-07-13T22:50:10Z	yes	bug	target_portability,install_update_remove		https://github.com/microsoft/apm/issues/2190	[BUG] apm install <pkg>@<marketplace> fails validation for non-github.com hosted packages (checks api.github.com unconditionally)
microsoft/apm	closed	2188	2026-07-13T21:36:33Z	yes	bug	target_portability		https://github.com/microsoft/apm/issues/2188	[BUG] apm pack strips 'category' from Claude marketplace.json output despite it being a supported Anthropic marketplace field
microsoft/apm	closed	2187	2026-07-13T20:49:10Z	yes	bug	lock_audit_integrity		https://github.com/microsoft/apm/issues/2187	[BUG] Virtual single-file package content hashes differ across OSes due to synthetic apm.yml line endings
microsoft/apm	closed	2185	2026-07-13T14:02:40Z	no	excluded		automated_cli_consistency_report	https://github.com/microsoft/apm/issues/2185	[cli-consistency] CLI Consistency Report -- 2026-07-13
microsoft/apm	closed	2184	2026-07-13T11:42:38Z	yes	bug			https://github.com/microsoft/apm/issues/2184	[BUG] Git-source semver-range ref: resolution (RefResolver, issue #1488) always uses HTTPS, ignoring --ssh/prefer-ssh
microsoft/apm	closed	2181	2026-07-13T08:29:49Z	yes	bug	target_portability		https://github.com/microsoft/apm/issues/2181	[BUG] Codex target silently drops agent MCP tool scope
dgtlmoon/changedetection.io	open	4277	2026-07-25T18:19:51Z	yes	other	browser_fetch,ui_history		https://github.com/dgtlmoon/changedetection.io/issues/4277	Switching from Playwright back to Basic fetcher, clearing history, leaves stale favicon reference in UI
dgtlmoon/changedetection.io	open	4275	2026-07-25T10:10:34Z	yes	other	llm		https://github.com/dgtlmoon/changedetection.io/issues/4275	LLM token/cost budget counters lose updates under concurrent watch checks (unlocked read-modify-write)
dgtlmoon/changedetection.io	open	4273	2026-07-23T08:14:19Z	yes	bug			https://github.com/dgtlmoon/changedetection.io/issues/4273	[feature] Watch fails when monitored JSON contains invalid Unicode surrogate escapes
dgtlmoon/changedetection.io	open	4270	2026-07-22T14:09:45Z	yes	enhancement	llm		https://github.com/dgtlmoon/changedetection.io/issues/4270	[feature] Support Sign in with ChatGPT / Codex subscription authentication for LLM features
dgtlmoon/changedetection.io	open	4263	2026-07-17T11:47:11Z	yes	bug			https://github.com/dgtlmoon/changedetection.io/issues/4263	HTTP Requests are still logged at LOGGER_LEVEL=ERROR
dgtlmoon/changedetection.io	open	4251	2026-07-11T17:10:22Z	yes	enhancement	llm		https://github.com/dgtlmoon/changedetection.io/issues/4251	[feature] Per-site appending to the global LLM prompt, instead of only overwriting it
dgtlmoon/changedetection.io	open	4245	2026-07-04T02:31:18Z	yes	bug	ui_history		https://github.com/dgtlmoon/changedetection.io/issues/4245	Add UI filter to show watches without errors
dgtlmoon/changedetection.io	open	4237	2026-06-24T11:13:44Z	yes	enhancement			https://github.com/dgtlmoon/changedetection.io/issues/4237	Clarification and suggestion regarding Apache-2.0 vs commercial licensing
dgtlmoon/changedetection.io	open	4218	2026-06-14T14:42:31Z	yes	enhancement	browser_fetch,ui_history		https://github.com/dgtlmoon/changedetection.io/issues/4218	[feature] Opening the page link should mark it as viewed
dgtlmoon/changedetection.io	open	4210	2026-06-01T19:34:47Z	yes	other	browser_fetch		https://github.com/dgtlmoon/changedetection.io/issues/4210	Watched pages always return in English
dgtlmoon/changedetection.io	open	4207	2026-06-01T12:23:51Z	yes	bug	browser_fetch		https://github.com/dgtlmoon/changedetection.io/issues/4207	favicon fetcher - sometimes raw HTML is saved as the favicon when favicon saving fails (for example, no favicon)
dgtlmoon/changedetection.io	open	4206	2026-06-01T11:00:47Z	yes	enhancement	llm		https://github.com/dgtlmoon/changedetection.io/issues/4206	[feature] LLM - Additional Re-runnable question/prompt on the actual extracted text - each time
dgtlmoon/changedetection.io	open	4205	2026-06-01T09:29:35Z	yes	enhancement	llm		https://github.com/dgtlmoon/changedetection.io/issues/4205	[feature] Setting proxy for LLM requests
dgtlmoon/changedetection.io	open	4204	2026-06-01T07:24:25Z	yes	enhancement	llm		https://github.com/dgtlmoon/changedetection.io/issues/4204	[feature] Toggle LLM results on each watch
